movieId,genre1,genre2,genre3,genre4,genre5,genre6,genre7,genre8,genre9,genre10,title,year,genre_count,avg_rating,rating_count
100419,Action,Horror,,,,,,,,,Assault of the Sasquatch (Sasquatch Assault) (2009),2009,2,2.125,4
100421,Drama,,,,,,,,,,Dancing in the Rain (Ples v dezju) (1961),1961,1,1.8333333333333333,3
100446,Adventure,Mystery,,,,,,,,,Sasquatch: The Legend of Bigfoot (1977),1977,2,3.25,2
100448,Documentary,,,,,,,,,,Right America: Feeling Wronged - Some Voices from the Campaign Trail (2009),2009,1,3.5,1
100483,Drama,,,,,,,,,,"Playroom, The (2012)",2012,1,3.3333333333333335,3
100490,Adventure,Children,Drama,,,,,,,,Living Free (1972),1972,3,2.5,1
1005,Children,Comedy,,,,,,,,,D3: The Mighty Ducks (1996),1996,2,2.482501286670098,1943
100521,Crime,Documentary,,,,,,,,,Who Killed Vincent Chin? (1987),1987,2,3.5,4
100570,Action,Thriller,,,,,,,,,U.S. Seals (2000),2000,2,2.5,1
100574,War,,,,,,,,,,Raid on Rommel (1971),1971,1,2.7857142857142856,7
100577,Comedy,Drama,,,,,,,,,"Angel Levine, The (1970)",1970,2,3.6666666666666665,3
100591,Drama,Romance,,,,,,,,,"Mind Reader, The (1933)",1933,2,3.125,4
100595,Drama,Mystery,Thriller,,,,,,,,To.get.her (2011),2011,3,3.375,4
100611,Adventure,Animation,Comedy,Sci-Fi,,,,,,,Escape from Planet Earth (2013),2013,4,2.686046511627907,172
100714,Drama,Romance,,,,,,,,,Before Midnight (2013),2013,2,3.946,2000
100721,Horror,,,,,,,,,,The Reincarnation of Isabel (1973),1973,1,2.2857142857142856,7
100725,Documentary,,,,,,,,,,Which Way Home (2009),2009,1,4.0,7
100741,Drama,,,,,,,,,,Sixtynine (69) (1969),1969,1,2.1666666666666665,3
100904,Crime,Drama,Mystery,,,,,,,,Murder in Greenwich (2002),2002,3,3.4,5
100944,Documentary,,,,,,,,,,"Movie, A (1958)",1958,1,3.3076923076923075,13
101016,Comedy,,,,,,,,,,"Suitor, The (Soupirant, Le) (1962)",1962,1,3.7142857142857144,7
1011,Children,Comedy,Fantasy,Romance,,,,,,,Herbie Rides Again (1974),1974,4,2.7510460251046025,1434
101112,Action,Adventure,Fantasy,IMAX,,,,,,,Oz the Great and Powerful (2013),2013,4,2.9163194444444445,1440
101162,Documentary,,,,,,,,,,Last Call at the Oasis (2011),2011,1,4.0,7
101186,Comedy,,,,,,,,,,Populaire (2012),2012,1,3.4583333333333335,96
101207,Drama,War,,,,,,,,,Emperor (2012),2012,2,3.16875,80
101212,Drama,,,,,,,,,,"Girl, The (2012)",2012,1,3.3125,8
101220,Documentary,,,,,,,,,,Burn (2012),2012,1,3.3,5
101239,Drama,Musical,Romance,,,,,,,,Wild Guitar (1962),1962,3,1.5,4
101241,Thriller,,,,,,,,,,"Sadist, The (1963)",1963,1,3.1153846153846154,13
101249,Thriller,,,,,,,,,,"Thousand Cuts, A (2012)",2012,1,1.6666666666666667,6
101273,Horror,Thriller,,,,,,,,,In Their Skin (2012),2012,2,2.8793103448275863,29
101285,Comedy,Crime,Drama,,,,,,,,Spring Breakers (2013),2013,3,2.9819557625145516,859
101294,Comedy,Drama,Romance,,,,,,,,Shanghai Calling (2012),2012,3,3.25,4
101296,Comedy,,,,,,,,,,I'm So Excited (Los amantes pasajeros) (2013),2013,1,3.0899280575539567,139
101303,Drama,Thriller,,,,,,,,,Amber Lake (2011),2011,2,2.875,8
101305,Drama,,,,,,,,,,Unspeakable Acts (1990),1990,1,2.4166666666666665,6
101307,Drama,,,,,,,,,,Árido Movie (2005),2005,1,3.2,5
101335,Adventure,Crime,Documentary,,,,,,,,Stolen Seas (2012),2012,3,3.5,10
101337,Horror,,,,,,,,,,"Snow Creature, The (1954)",1954,1,1.7,5
101341,Documentary,,,,,,,,,,"Atomic States of America, The (2012)",2012,1,2.5,4
101352,Documentary,,,,,,,,,,I Am Comic (2010),2010,1,3.2666666666666666,15
101355,Action,Fantasy,Sci-Fi,,,,,,,,Outlaw of Gor (1988),1988,3,1.8571428571428572,7
101375,Drama,,,,,,,,,,Where Are My Children? (1916),1916,1,3.125,4
101381,Documentary,Drama,,,,,,,,,Gregory Crewdson: Brief Encounters (2012),2012,2,3.5833333333333335,6
1014,Children,Comedy,Drama,,,,,,,,Pollyanna (1960),1960,3,3.391304347826087,1518
101400,Drama,War,,,,,,,,,Abraham Lincoln (1930),1930,2,3.1,5
101409,Comedy,Drama,,,,,,,,,Los Marziano (2011),2011,2,2.5,2
101428,Drama,Thriller,,,,,,,,,Kill for Me (2013),2013,2,3.107142857142857,14
101485,Drama,,,,,,,,,,Upperworld (1934),1934,1,2.875,4
101489,Action,Drama,Thriller,,,,,,,,Assassin's Bullet (Sofia) (2012),2012,3,2.1,10
1015,Adventure,Children,Drama,,,,,,,,Homeward Bound: The Incredible Journey (1993),1993,3,3.2749236323243545,3601
101505,Comedy,Romance,,,,,,,,,30 Beats (2012),2012,2,2.0,3
101510,Action,Adventure,Comedy,,,,,,,,Nazty Nuisance (1943),1943,3,1.5,1
101529,Comedy,Fantasy,Thriller,,,,,,,,"Brass Teapot, The (2012)",2012,3,3.2992700729927007,137
101581,Children,Drama,,,,,,,,,Angel Dog (2011),2011,2,3.3333333333333335,3
101595,Action,Drama,,,,,,,,,"Breed Apart, A (1984)",1984,2,2.3333333333333335,3
101627,Drama,Thriller,,,,,,,,,Confidential Agent (1945),1945,2,2.9,5
101648,Documentary,,,,,,,,,,"Flat, The (2011)",2011,1,2.9722222222222223,18
101650,Documentary,,,,,,,,,,Patience (After Sebald) (2012),2012,1,3.375,4
101653,Action,Adventure,Fantasy,Romance,,,,,,,Magadheera (2009),2009,4,3.473684210526316,19
101662,Crime,Drama,Thriller,,,,,,,,Three Way (2004),2004,3,2.1,5
101680,Comedy,Musical,,,,,,,,,Copper Mountain (1983),1983,2,2.3333333333333335,3
101682,Drama,,,,,,,,,,David (1988),1988,1,3.0,1
101703,Drama,,,,,,,,,,Underground: The Julian Assange Story (2012),2012,1,3.1666666666666665,9
101717,Comedy,Drama,Romance,,,,,,,,"Elusive Summer of '68, The (Varljivo leto '68) (1984)",1984,3,3.8333333333333335,9
101728,Adventure,Comedy,Fantasy,,,,,,,,Miss Castaway and the Island Girls (2004),2004,3,0.5,3
101739,Horror,,,,,,,,,,Evil Dead (2013),2013,1,3.3202115158636896,851
101754,Documentary,,,,,,,,,,Chasing Beauty (2013),2013,1,3.3,5
101763,Comedy,,,,,,,,,,My Awkward Sexual Adventure (2012),2012,1,3.1444444444444444,45
101767,Drama,,,,,,,,,,"Familie, En (2010)",2010,1,3.6875,8
101794,Adventure,,,,,,,,,,"Stone's Throw Away, A (A tiro de piedra) (2010)",2010,1,2.5,1
101799,Adventure,Comedy,Documentary,,,,,,,,Americano (2005),2005,3,2.75,4
1018,Children,Comedy,Mystery,,,,,,,,That Darn Cat! (1965),1965,3,3.081069237510955,1141
101825,Drama,,,,,,,,,,Year of the Jellyfish (L'année des méduses) (1984),1984,1,3.3,5
101827,Comedy,,,,,,,,,,Don't Make Waves (1967),1967,1,2.857142857142857,7
101844,Documentary,,,,,,,,,,Hitler's Stealth Fighter (2009),2009,1,3.25,2
101864,Action,Adventure,Sci-Fi,IMAX,,,,,,,Oblivion (2013),2013,4,3.6224948492227007,5339
101872,Thriller,,,,,,,,,,"Fourth State, The (Die vierte Macht) (2012)",2012,1,3.125,12
101884,Adventure,Drama,Thriller,,,,,,,,Dark Tide (2012),2012,3,2.4411764705882355,17
101887,Comedy,Drama,,,,,,,,,Bernice Bobs Her Hair (1976),1976,2,3.2142857142857144,7
101916,Comedy,Drama,,,,,,,,,"Castle of Cloads, The (Pilvilinna) (1970)",1970,2,2.5,2
101918,Documentary,,,,,,,,,,Bhutto (2010),2010,1,3.25,10
101940,Documentary,,,,,,,,,,Seeking Asian Female (2012),2012,1,3.35,10
101942,Comedy,Drama,Romance,,,,,,,,Love Is All You Need (Den skaldede frisør) (2012),2012,3,3.0775862068965516,58
101947,Documentary,,,,,,,,,,From the Sky Down (2011),2011,1,3.4545454545454546,11
101962,Animation,Fantasy,,,,,,,,,Wolf Children (Okami kodomo no ame to yuki) (2012),2012,2,4.0079825834542815,689
101964,Documentary,,,,,,,,,,Mugabe and the White African (2009),2009,1,3.8333333333333335,24
101971,Documentary,,,,,,,,,,Never Sleep Again: The Elm Street Legacy (2010),2010,1,3.772727272727273,55
101975,Comedy,,,,,,,,,,iSteve (2013),2013,1,2.125,12
101989,Horror,Sci-Fi,,,,,,,,,Konga (1961),1961,2,1.8333333333333333,6
101997,Comedy,,,,,,,,,,Scary Movie 5 (Scary MoVie) (2013),2013,1,2.136861313868613,274
102005,Drama,,,,,,,,,,Like Someone In Love (2012),2012,1,3.5063291139240507,79
102119,Drama,Film-Noir,Mystery,Romance,Sci-Fi,,,,,,Yesterday Was a Lie (2008),2008,5,3.0,4
102123,Action,Comedy,,,,,,,,,This Is the End (2013),2013,2,3.272262026612078,2931
102131,Drama,,,,,,,,,,Valentino (1977),1977,1,3.6,5
102133,Adventure,Documentary,,,,,,,,,Revolution (2012),2012,2,3.5,1
102174,Adventure,Drama,,,,,,,,,Day of the Falcon (2011),2011,2,3.6666666666666665,24
102194,Adventure,Crime,Drama,,,,,,,,Mud (2012),2012,3,3.6597451628126474,2119
102213,Drama,War,,,,,,,,,"Tenth Man, The (1988)",1988,2,3.0714285714285716,7
102219,Action,Adventure,Fantasy,,,,,,,,Perils of the Sentimental Swordsman (1982),1982,3,4.5,1
102263,Horror,,,,,,,,,,Ju-on: White Ghost (2009),2009,1,3.2037037037037037,27
102286,Comedy,Drama,,,,,,,,,Family Weekend (2013),2013,2,3.2717391304347827,46
102325,Drama,,,,,,,,,,Number Two (Numéro deux) (1975),1975,1,2.888888888888889,9
102327,Documentary,,,,,,,,,,Empire (1964),1964,1,2.8,5
102356,Crime,Mystery,Thriller,,,,,,,,Sushi Girl (2012),2012,3,2.8870967741935485,31
1024,Animation,Children,Musical,,,,,,,,"Three Caballeros, The (1945)",1945,3,3.1848428835489835,1082
102413,Documentary,,,,,,,,,,How Much Wood Would a Woodchuck Chuck (Beobachtungen zu einer neuen Sprache) (1976),1976,1,3.4545454545454546,11
102415,Comedy,Drama,,,,,,,,,Hyenas (Hyènes) (1992),1992,2,3.125,4
102419,Documentary,,,,,,,,,,Lesson Plan (2011),2011,1,3.125,4
102421,Drama,,,,,,,,,,Seven Billiard Tables (Siete mesas de billar francés) (2007),2007,1,3.0,2
102436,Documentary,,,,,,,,,,"Affair of the Heart, An (2012)",2012,1,2.0,2
102445,Action,Adventure,Sci-Fi,IMAX,,,,,,,Star Trek Into Darkness (2013),2013,4,3.7413908615838136,7463
102450,Comedy,Drama,,,,,,,,,"Last Chance: Diary of Comedians, The (Bokutachi no koukan nikki) (2013)",2013,2,3.5,1
102499,Fantasy,Horror,Thriller,,,,,,,,"Flaying, The (El Bosque de los Sometidos) (2012)",2012,3,4.0,1
102517,Action,Adventure,Drama,,,,,,,,Zatoichi Meets Yojimbo (Zatôichi to Yôjinbô) (Zatôichi 20) (1970),1970,3,3.608695652173913,23
102529,Drama,,,,,,,,,,"Harvest: 3,000 Years (Mirt Sost Shi Amit) (1976)",1976,1,3.5,2
102596,Documentary,Drama,,,,,,,,,180° South (180 Degrees South) (180° South: Conquerors of the Useless) (2010),2010,2,3.574074074074074,27
102602,Comedy,,,,,,,,,,Mimino (1977),1977,1,3.902097902097902,143
102662,Action,War,,,,,,,,,Company of Heroes (2013),2013,2,2.272727272727273,22
102677,Comedy,,,,,,,,,,"Players, The (Les infidèles) (2012)",2012,1,2.689655172413793,29
102682,Fantasy,Horror,,,,,,,,,Livid (Livide) (2011),2011,2,2.8292682926829267,41
102742,Documentary,,,,,,,,,,Tie Xi Qu: West of the Tracks (Tiexi qu) (2003),2003,1,4.375,8
102798,Horror,Musical,,,,,,,,,"Devil's Carnival, The (2012)",2012,2,3.1,45
1028,Children,Comedy,Fantasy,Musical,,,,,,,Mary Poppins (1964),1964,4,3.7265392500496,15121
102800,Comedy,Drama,,,,,,,,,Frances Ha (2012),2012,2,3.7532327586206895,928
102804,Action,Drama,War,,,,,,,,Up Periscope (1959),1959,3,3.3333333333333335,6
102823,Documentary,,,,,,,,,,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty (2000),2000,1,3.7,10
102845,Crime,Drama,,,,,,,,,Babies for Sale (1940),1940,2,4.0,1
102870,Drama,,,,,,,,,,Little Girl (La pivellina) (2009),2009,1,3.75,4
102878,Comedy,,,,,,,,,,"Global Affair, A (1964)",1964,1,2.5,2
102880,Action,Adventure,Sci-Fi,IMAX,,,,,,,After Earth (2013),2013,4,2.3002431118314424,1234
102893,Drama,,,,,,,,,,Act One (1963),1963,1,3.0,2
102895,Drama,,,,,,,,,,Fairhaven (2012),2012,1,3.0,2
102961,Comedy,,,,,,,,,,"Ideal Husband, An (1947)",1947,1,2.875,4
102965,Action,Drama,War,,,,,,,,Attack on the Iron Coast (1968),1968,3,2.5,2
102967,Drama,,,,,,,,,,"Combat dans L'Ile, Le (Fire and Ice) (1962)",1962,1,3.125,4
102969,Action,Horror,,,,,,,,,"Era of Vampires, The (2003)",2003,2,3.0,2
102972,Comedy,Drama,,,,,,,,,"East, West, East: The Final Sprint (2009)",2009,2,3.0,1
102980,Musical,,,,,,,,,,Opera Jawa (2006),2006,1,3.7,5
103,Mystery,Sci-Fi,Thriller,,,,,,,,Unforgettable (1996),1996,3,3.2552581261950286,1046
103006,Comedy,Crime,Drama,,,,,,,,Penthouse (1933),1933,3,3.2142857142857144,7
103030,Drama,,,,,,,,,,Any Day Now (2012),2012,1,3.5,26
103048,Comedy,,,,,,,,,,"Kings of Summer, The (2013)",2013,1,3.6331081081081082,740
103052,Romance,,,,,,,,,,London Paris New York (2012),2012,1,3.0,2
103055,Comedy,,,,,,,,,,The Big Wedding (2013),2013,1,2.701570680628272,191
103087,Drama,,,,,,,,,,Landet som icke är (1977),1977,1,3.0,1
103137,Crime,Drama,,,,,,,,,"Bling Ring, The (2013)",2013,2,2.8446519524617995,589
103139,Drama,,,,,,,,,,"Mugger, The (El asaltante) (2007)",2007,1,2.1666666666666665,3
103141,Adventure,Animation,Comedy,,,,,,,,Monsters University (2013),2013,3,3.502423263327948,4333
103175,Documentary,,,,,,,,,,From the East (D'Est) (1993),1993,1,3.857142857142857,7
103177,Drama,Romance,,,,,,,,,Ill-Fated Love (Doomed Love) (Amor de Perdição) (1979),1979,2,4.25,2
103186,Horror,Romance,,,,,,,,,Wedding Trough (Vase de noces) (1975),1975,2,1.4285714285714286,7
103190,Adventure,Animation,Fantasy,,,,,,,,Oblivion Island: Haruka and the Magic Mirror (Hottarake no shima - Haruka to maho no kagami) (2009),2009,3,2.8461538461538463,13
103210,Action,Adventure,Animation,,,,,,,,Fullmetal Alchemist: The Sacred Star of Milos (2011),2011,3,3.6220095693779903,209
103219,Horror,Thriller,,,,,,,,,Maniac (2012),2012,2,2.9722222222222223,198
103237,Comedy,Drama,,,,,,,,,Sassy Pants (2012),2012,2,3.730769230769231,13
103259,Action,Comedy,Crime,,,,,,,,K-911 (1999),1999,3,2.769230769230769,39
103275,Documentary,,,,,,,,,,We Steal Secrets: The Story of WikiLeaks (2013),2013,1,3.359375,64
103282,Action,Adventure,Fantasy,,,,,,,,Dragon Hunter (2009),2009,3,2.9,5
103288,Documentary,,,,,,,,,,"Revisionaries, The (2012)",2012,1,3.3666666666666667,15
1033,Animation,Children,Drama,,,,,,,,"Fox and the Hound, The (1981)",1981,3,3.451842913558578,4558
103315,Drama,Fantasy,Mystery,Thriller,,,,,,,Odd Thomas (2013),2013,4,3.420494699646643,283
103330,Adventure,Documentary,Drama,Mystery,Thriller,,,,,,"Sound of Insects, The (2009)",2009,5,3.6666666666666665,6
103366,Action,Crime,Thriller,,,,,,,,Redemption (Hummingbird) (2013),2013,3,3.1176470588235294,238
1034,Comedy,Crime,Drama,Thriller,,,,,,,Freeway (1996),1996,4,3.520947802197802,1456
103420,Comedy,Crime,Romance,,,,,,,,Life Without Dick (2002),2002,3,1.6666666666666667,3
1035,Musical,Romance,,,,,,,,,"Sound of Music, The (1965)",1965,2,3.8015149527806926,15248
103528,Romance,Western,,,,,,,,,"Shadow Riders, The (1982)",1982,2,3.2,10
103545,Documentary,,,,,,,,,,Ed Hardy: Tattoo the World (2010),2010,1,3.6666666666666665,3
103570,Western,,,,,,,,,,Dead Man's Burden (2012),2012,1,2.5,7
103600,Documentary,,,,,,,,,,Please Remove Your Shoes (2010),2010,1,2.0,1
103631,Drama,,,,,,,,,,Abols Upe (1974),1974,1,3.75,2
103637,Western,,,,,,,,,,Arizona Raiders (1965),1965,1,3.5,2
103647,Horror,Thriller,,,,,,,,,"Surgeon, The (1995)",1995,2,2.5,2
103651,Action,Comedy,Drama,Fantasy,Sci-Fi,IMAX,,,,,Tai Chi Hero (2012),2012,6,2.875,24
103653,Comedy,Fantasy,Horror,,,,,,,,Zombies on Broadway (1945),1945,3,2.5625,8
103661,Drama,,,,,,,,,,United (2011),2011,1,3.703125,32
103665,Action,Drama,,,,,,,,,Ip Man: The Final Fight (2013),2013,2,3.338235294117647,68
103676,Documentary,,,,,,,,,,My Avatar and Me (Min Avatar og mig) (2010),2010,1,3.25,2
103681,Crime,Horror,Mystery,,,,,,,,"Blood Beast Terror, The (1968)",1968,3,2.142857142857143,7
103683,Drama,,,,,,,,,,Othello (1981),1981,1,3.3333333333333335,6
103685,Drama,Fantasy,Thriller,War,,,,,,,"Field in England, A (2013)",2013,4,3.3983050847457625,118
103690,Drama,Mystery,,,,,,,,,Everything (2004),2004,2,3.1666666666666665,3
1037,Action,Horror,Sci-Fi,Thriller,,,,,,,"Lawnmower Man, The (1992)",1992,4,2.736326653608558,6637
103749,Drama,,,,,,,,,,"Damned, The (Les Maudits) (1947)",1947,1,2.875,8
103753,Documentary,,,,,,,,,,"Human Behavior Experiments, The (2006)",2006,1,3.875,12
103784,Documentary,,,,,,,,,,Make Believe (2010),2010,1,3.5,10
103792,Documentary,,,,,,,,,,Let's Make Money (2008),2008,1,3.638888888888889,18
103806,Drama,,,,,,,,,,90 Minutes (90 minutter) (2012),2012,1,3.4375,8
103825,Thriller,,,,,,,,,,Vehicle 19 (2013),2013,1,2.3666666666666667,30
103829,Comedy,Drama,,,,,,,,,Tinpis Run (1991),1991,2,3.5,2
103836,Drama,,,,,,,,,,Black & White & Sex (2012),2012,1,2.9285714285714284,7
103842,Drama,,,,,,,,,,Forest of the Gods (Dievu miskas) (2005),2005,1,4.333333333333333,3
103849,Thriller,,,,,,,,,,New World (Shin-sae-gye) (2013),2013,1,3.771573604060914,197
103867,Mystery,Romance,Thriller,,,,,,,,Night Train To Lisbon (2013),2013,3,3.561320754716981,106
103871,Documentary,,,,,,,,,,Consuming Kids: The Commercialization of Childhood (2008),2008,1,3.857142857142857,7
103875,Documentary,,,,,,,,,,Iran Is Not the Problem (2008),2008,1,5.0,1
103923,Comedy,Drama,,,,,,,,,Aloha Summer (1988),1988,2,0.5,1
103972,Adventure,Sci-Fi,Thriller,,,,,,,,"Last Days, The (Últimos días, Los) (2013)",2013,3,3.076923076923077,52
103978,Drama,,,,,,,,,,Darling Companion (2012),2012,1,2.8333333333333335,9
104028,Crime,Film-Noir,Thriller,,,,,,,,Armored Car Robbery (1950),1950,3,3.090909090909091,11
104035,Horror,,,,,,,,,,Beneath (2013),2013,1,2.772727272727273,11
104061,Documentary,,,,,,,,,,Battle for Brooklyn (2011),2011,1,2.6666666666666665,3
104072,Adventure,Drama,Romance,,,,,,,,The Count of Monte Cristo (1998),1998,3,3.7714285714285714,35
104074,Adventure,Children,Fantasy,,,,,,,,Percy Jackson: Sea of Monsters (2013),2013,3,2.967223650385604,778
104078,Comedy,,,,,,,,,,Alan Partridge: Alpha Papa (2013),2013,1,3.5189274447949526,317
104091,Fantasy,Horror,,,,,,,,,"Devil's Nightmare, The (Plus longue nuit du diable, La) (1971)",1971,2,3.0625,8
104093,Drama,,,,,,,,,,"Attack, The (2012)",2012,1,3.6875,32
104119,Drama,,,,,,,,,,"Forsyte Saga, The (1967)",1967,1,4.5,6
104139,Horror,Sci-Fi,,,,,,,,,"Werewolf, The (1956)",1956,2,3.0,8
104153,Crime,Horror,Sci-Fi,,,,,,,,Creature with the Atom Brain (1955),1955,3,2.375,4
1042,Comedy,Drama,,,,,,,,,That Thing You Do! (1996),1996,2,3.449582530507386,7785
104231,Crime,,,,,,,,,,Drug War (Du zhan) (2012),2012,1,3.3051948051948052,77
104239,Documentary,,,,,,,,,,Farmageddon (2011),2011,1,3.590909090909091,11
104272,Documentary,,,,,,,,,,Blackfish (2013),2013,1,3.837772397094431,826
104274,Drama,Thriller,,,,,,,,,Paranoia (2013),2013,2,2.87984496124031,129
104303,Drama,,,,,,,,,,Jobs (2013),2013,1,3.1303142329020335,541
104307,Drama,,,,,,,,,,"Souper, Le (Supper, The) (1992)",1992,1,4.25,4
104312,Action,Adventure,Drama,IMAX,,,,,,,"Mortal Instruments: City of Bones, The (2013)",2013,4,3.1369485294117645,544
104317,Comedy,,,,,,,,,,Flight of the Conchords: A Texan Odyssey (2006),2006,1,3.9285714285714284,7
104339,Comedy,,,,,,,,,,In a World... (2013),2013,1,3.393719806763285,414
104350,Documentary,,,,,,,,,,Terms and Conditions May Apply (2013),2013,1,3.5806451612903225,62
104356,Drama,,,,,,,,,,Museum Hours (2013),2013,1,3.621212121212121,33
104372,Crime,Drama,Film-Noir,,,,,,,,"Cry in the Night, A (1956)",1956,3,2.0,4
104379,Action,Adventure,Comedy,,,,,,,,Chennai Express (2013),2013,3,2.9130434782608696,69
104388,Horror,,,,,,,,,,Cold Prey III (Fritt Vilt III) (2010),2010,1,2.5714285714285716,14
1044,Drama,,,,,,,,,,Surviving Picasso (1996),1996,1,3.3090128755364807,466
104406,Drama,,,,,,,,,,Fill the Void (Lemale et ha'halal) (2012),2012,1,3.5,38
104453,Documentary,Drama,,,,,,,,,"Marva Collins Story, The (1981)",1981,2,3.8333333333333335,3
104489,Comedy,Musical,Romance,,,,,,,,"Date with Judy, A (1948)",1948,3,3.0,6
104491,Comedy,Drama,,,,,,,,,"Royal Scandal, A (1945)",1945,2,2.5,4
104493,Comedy,Romance,,,,,,,,,"Ticklish Affair, A (1963)",1963,2,1.75,2
104504,Thriller,,,,,,,,,,Confine (2013),2013,1,5.0,1
104506,Drama,Romance,,,,,,,,,Sparrows Dance (2012),2012,2,4.25,2
104513,Horror,,,,,,,,,,Clownhouse (1989),1989,1,2.590909090909091,22
104552,Horror,Mystery,Sci-Fi,Thriller,,,,,,,Crawlspace (2012),2012,4,2.2954545454545454,22
104583,Action,Animation,Crime,,,,,,,,Logorama (2009),2009,3,3.1555555555555554,45
104595,Documentary,,,,,,,,,,Family Band: The Cowsills Story (2011),2011,1,2.875,4
104604,Drama,,,,,,,,,,Something Real and Good (2013),2013,1,2.857142857142857,7
104608,Horror,,,,,,,,,,Autopsy (2008),2008,1,2.764705882352941,17
104610,Horror,Sci-Fi,Thriller,,,,,,,,Komodo (1999),1999,3,1.875,8
104627,Drama,,,,,,,,,,Back from Eternity (1956),1956,1,3.625,4
104629,Action,Adventure,,,,,,,,,Back in Business (1997),1997,2,2.0,2
104685,Animation,Comedy,Musical,,,,,,,,"Suicide Shop, The (Le magasin des suicides) (2012)",2012,3,3.3867924528301887,53
104712,Comedy,Drama,,,,,,,,,Instructions Not Included (No se Aceptan Devoluciones) (2013),2013,2,3.8333333333333335,126
104731,Comedy,Crime,Mystery,,,,,,,,Murder à la Mod (1968),1968,3,2.7,5
104733,Comedy,,,,,,,,,,"Fireman, The (1916)",1916,1,2.84375,16
104743,Comedy,,,,,,,,,,AmeriQua (2013),2013,1,2.1666666666666665,3
104757,Documentary,,,,,,,,,,Evocateur: The Morton Downey Jr. Movie (2012),2012,1,3.5,22
104762,Drama,,,,,,,,,,"Teacher, A (2013)",2013,1,2.380952380952381,21
104778,Drama,Western,,,,,,,,,King of Texas (2002),2002,2,2.3333333333333335,6
104809,Crime,Horror,Mystery,,,,,,,,Phantom of the Rue Morgue (1954),1954,3,2.0,6
104815,Action,Romance,Western,,,,,,,,Bad Men of Missouri (1941),1941,3,2.5,1
104817,Western,,,,,,,,,,Badman's Country (1958),1958,1,2.75,2
104847,Comedy,Romance,,,,,,,,,Spin (You Are Here) (2007),2007,2,3.1666666666666665,6
104867,Drama,Romance,,,,,,,,,"Sex of Angels, The (El sexo de los ángeles) (2012)",2012,2,3.275,20
