movieId,genre1,genre2,genre3,genre4,genre5,genre6,genre7,genre8,genre9,genre10,title,year,genre_count,avg_rating,rating_count
101281,Comedy,Romance,,,,,,,,,I Give It a Year (2013),2013,2,2.8917910447761193,134
101289,Comedy,Drama,Sci-Fi,,,,,,,,Stray Dog: Kerberos Panzer Cops (Jigoku no banken: kerubersu) (1991),1991,3,2.9,5
101299,Comedy,,,,,,,,,,"Finger, The (Dedo, El) (2011)",2011,1,3.3333333333333335,3
101301,Horror,Thriller,,,,,,,,,"Frozen, The (2012)",2012,2,2.35,10
101371,Action,Adventure,Comedy,Fantasy,Horror,Sci-Fi,,,,,Soulkeeper (2001),2001,6,1.0,1
101373,Drama,,,,,,,,,,"Wayward Bus, The (1957)",1957,1,2.75,2
101379,Comedy,,,,,,,,,,InAPPropriate Comedy (2013),2013,1,1.2142857142857142,14
101431,Drama,,,,,,,,,,"Christine Jorgensen Story, The (1970)",1970,1,2.642857142857143,7
101433,Drama,,,,,,,,,,Moving Out (1983),1983,1,1.0,1
101458,Horror,,,,,,,,,,"Task, The (2011)",2011,1,1.7916666666666667,12
101466,Crime,Drama,Thriller,,,,,,,,2:22 (2008),2008,3,2.3125,8
101487,Thriller,,,,,,,,,,Storage (2009),2009,1,2.5,1
101525,Crime,Drama,,,,,,,,,"Place Beyond the Pines, The (2012)",2012,2,3.6604499703966846,1689
101536,Adventure,Children,Drama,,,,,,,,Alabama Moon (2009),2009,3,3.5416666666666665,12
101583,Comedy,,,,,,,,,,"Best and the Brightest, The (2010)",2010,1,2.7,10
101599,Drama,Mystery,Thriller,,,,,,,,"Good Doctor, The (2011)",2011,3,2.8,25
1016,Children,Comedy,,,,,,,,,"Shaggy Dog, The (1959)",1959,2,3.1315201192250375,1342
101640,Action,Crime,Musical,,,,,,,,Don (2006),2006,3,3.3515625,64
101666,Drama,Romance,,,,,,,,,"Night in Heaven, A (1983)",1983,2,2.5,4
101689,Documentary,,,,,,,,,,Bad 25 (2012),2012,1,3.357142857142857,7
1017,Adventure,Children,,,,,,,,,Swiss Family Robinson (1960),1960,2,3.5136230943885827,3083
101706,Drama,Musical,,,,,,,,,Lush Life (1993),1993,2,4.0,1
101708,Action,Animation,Sci-Fi,,,,,,,,009 Re: Cyborg (2012),2012,3,1.9090909090909092,11
101715,Action,Crime,Drama,Thriller,,,,,,,Loaded (2008),2008,4,1.7,5
101719,Action,Adventure,Fantasy,Sci-Fi,,,,,,,Koi... Mil Gaya (2003),2003,4,2.9404761904761907,42
101734,Comedy,,,,,,,,,,"Rough House, The (1917)",1917,1,2.4,10
101747,Horror,Sci-Fi,,,,,,,,,"War of the Gargantuas, The (Furankenshutain no kaijû: Sanda tai Gaira) (1968)",1968,2,2.642857142857143,14
101761,Action,Adventure,Crime,Thriller,,,,,,,Welcome to the Punch (2013),2013,4,2.8333333333333335,132
101801,Comedy,Drama,,,,,,,,,"Skylab, Le (2011)",2011,2,3.6470588235294117,17
101820,Action,Adventure,,,,,,,,,"Fighting Prince of Donegal, The (1966)",1966,2,3.0,1
101829,Documentary,,,,,,,,,,"King of Texas, The (2008)",2008,1,3.0,1
101848,Documentary,,,,,,,,,,Racing Dreams (2009),2009,1,3.9705882352941178,17
101857,Documentary,,,,,,,,,,Teenage Paparazzo (2010),2010,1,3.6,15
101878,Drama,Sci-Fi,,,,,,,,,God's Puzzle (Kamisama no pazuru) (2008),2008,2,3.5,1
101938,Adventure,Romance,Western,,,,,,,,Across the Wide Missouri (1951),1951,3,2.4375,8
101950,Comedy,Drama,Romance,War,,,,,,,Adventure for Two (1943),1943,4,3.5,1
101969,Documentary,,,,,,,,,,Tesla: Master of Lightning (2000),2000,1,3.7580645161290325,31
101979,Comedy,,,,,,,,,,All American Orgy (Cummings Farm) (2009),2009,1,1.6666666666666667,3
101986,Drama,Romance,,,,,,,,,"Eternal Return, The (L'éternel retour) (1943)",1943,2,3.6666666666666665,3
101991,Horror,Mystery,Sci-Fi,Thriller,,,,,,,"H-Man, The (Bijo to Ekitainingen) (1958)",1958,4,3.1666666666666665,3
102,Comedy,,,,,,,,,,Mr. Wrong (1996),1996,1,2.4106463878326996,1841
102012,Drama,,,,,,,,,,Before Your Eyes (Min Dit: The Children of Diyarbakir) (2009),2009,1,3.9,5
102033,Action,Comedy,Crime,,,,,,,,Pain & Gain (2013),2013,3,3.1223021582733814,973
102037,Comedy,,,,,,,,,,Breaking Wind (2011),2011,1,2.0,10
102039,Comedy,,,,,,,,,,"Taming of the Shrew, The (1980)",1980,1,3.6666666666666665,3
102049,Comedy,,,,,,,,,,Mexican Hayride (1948),1948,1,3.7,5
102072,Action,Thriller,,,,,,,,,"Erased (Expatriate, The) (2012)",2012,2,3.1165644171779143,163
102080,Drama,,,,,,,,,,All She Can (Benavides Born) (2011),2011,1,2.0,1
102111,Documentary,,,,,,,,,,Going to Pieces: The Rise and Fall of the Slasher Film (2006),2006,1,3.361111111111111,18
102138,Crime,Drama,Horror,Mystery,Thriller,,,,,,"Black Camel, The (Charlie Chan in the Black Camel) (1931)",1931,5,3.0,7
102156,Adventure,Sci-Fi,Thriller,,,,,,,,Zombies of the Stratosphere (1952),1952,3,1.5,1
102160,Action,Thriller,,,,,,,,,"Numbers Station, The (2013)",2013,2,2.946043165467626,139
102180,Adventure,Comedy,,,,,,,,,Casanova's Big Night (1954),1954,2,3.5,4
102199,Documentary,,,,,,,,,,Chariots of the Gods (Erinnerungen an die Zukunft) (1970),1970,1,2.9,10
1022,Animation,Children,Fantasy,Musical,Romance,,,,,,Cinderella (1950),1950,5,3.5569092991773403,9603
102233,Crime,Drama,Thriller,,,,,,,,"Verlorene, Der (Lost One, The) (1951)",1951,3,3.2857142857142856,7
102235,Documentary,War,,,,,,,,,Manhunt (2013),2013,2,3.0555555555555554,9
1023,Animation,Children,Musical,,,,,,,,Winnie the Pooh and the Blustery Day (1968),1968,3,3.7360258481421647,3095
102303,Comedy,Drama,,,,,,,,,Hardboiled Egg (Ovosodo) (1997),1997,2,3.607142857142857,14
102388,Crime,Thriller,,,,,,,,,"Candy Snatchers, The (1973)",1973,2,2.6666666666666665,6
102396,Drama,Mystery,Thriller,,,,,,,,"Woman in the Fifth, The (Femme du Vème, La) (2011)",2011,3,2.8703703703703702,27
102411,Drama,Horror,Thriller,,,,,,,,Hurt (2009),2009,3,2.6,10
102509,Crime,,,,,,,,,,"Secret Six, The (1931)",1931,1,2.9,5
102590,Documentary,Fantasy,,,,,,,,,Darkon (2006),2006,2,3.15,20
1027,Adventure,Drama,,,,,,,,,Robin Hood: Prince of Thieves (1991),1991,2,3.293815071888944,8068
102716,Action,Crime,Thriller,IMAX,,,,,,,"Fast & Furious 6 (Fast and the Furious 6, The) (2013)",2013,4,3.2799811142587347,2118
102720,Adventure,Animation,Fantasy,,,,,,,,Epic (2013),2013,3,3.189445196211096,739
102751,Documentary,,,,,,,,,,Bastards of the Party (2005),2005,1,3.3333333333333335,3
102765,Drama,,,,,,,,,,Bush Mama (1979),1979,1,3.75,4
102777,Drama,,,,,,,,,,"Surrender, Dorothy (2006)",2006,1,3.4444444444444446,9
102794,Action,Animation,Children,Comedy,Fantasy,,,,,,After School Midnighters (Hôkago middonaitâzu) (2012),2012,5,2.5,3
102807,Comedy,Drama,,,,,,,,,Alive and Ticking (Ein Tick anders) (2011),2011,2,3.5,5
102854,Horror,Thriller,,,,,,,,,Aftershock (2012),2012,2,2.472972972972973,37
102856,Drama,,,,,,,,,,3096 Days (2013),2013,1,3.3620689655172415,29
102862,Documentary,,,,,,,,,,"Human Scale, The (2012)",2012,1,3.6,5
102905,Drama,,,,,,,,,,Lovelace (2013),2013,1,3.0512048192771086,166
102910,Documentary,,,,,,,,,,Modify (2005),2005,1,2.875,4
102917,Documentary,War,,,,,,,,,War Made Easy: How Presidents & Pundits Keep Spinning Us to Death (2007),2007,2,4.071428571428571,7
102953,Comedy,Romance,,,,,,,,,Nice Guy Johnny (2010),2010,2,3.2916666666666665,12
102963,Comedy,,,,,,,,,,Any Wednesday (Bachelor Girl Apartment) (1966),1966,1,3.125,4
102974,Comedy,Drama,Romance,,,,,,,,Somebody Up There Likes Me (2012),2012,3,2.9166666666666665,12
102986,Drama,,,,,,,,,,Rapado (1992),1992,1,2.875,4
103008,Horror,,,,,,,,,,Come Out and Play (2012),2012,1,2.9545454545454546,11
103036,Drama,,,,,,,,,,No and Me (No et moi) (2010),2010,1,3.1666666666666665,3
103042,Action,Adventure,Fantasy,Sci-Fi,IMAX,,,,,,Man of Steel (2013),2013,5,3.1260896006486925,4933
103057,Drama,,,,,,,,,,Still Mine (2012),2012,1,3.8181818181818183,33
103071,Drama,,,,,,,,,,Bakhita (2009),2009,1,2.25,2
103083,Drama,,,,,,,,,,"Reluctant Fundamentalist, The (2012)",2012,1,3.566666666666667,60
103089,Adventure,Comedy,Documentary,,,,,,,,100 Years of Evil (2010),2010,3,4.0,1
103103,Horror,,,,,,,,,,"Witches, The (aka Devil's Own, The) (1966)",1966,1,2.6153846153846154,13
103105,Action,Horror,Sci-Fi,,,,,,,,Tetsuo III: The Bullet Man (2009),2009,3,2.6666666666666665,18
103112,Comedy,Drama,,,,,,,,,Perfumed Nightmare (1977),1977,2,3.3333333333333335,3
103118,Documentary,,,,,,,,,,Bad Blood: A Cautionary Tale (2010),2010,1,4.0,1
103182,Drama,,,,,,,,,,Julius Caesar (1979),1979,1,4.166666666666667,3
103203,Crime,Drama,,,,,,,,,Eden (2012),2012,2,3.5526315789473686,38
103208,Documentary,,,,,,,,,,"Place at the Table, A (2012)",2012,1,3.375,20
103221,Comedy,Romance,,,,,,,,,Not Suitable for Children (2012),2012,2,2.7954545454545454,22
103228,Action,Adventure,Sci-Fi,IMAX,,,,,,,Pacific Rim (2013),2013,4,3.332691196301291,5191
103245,Comedy,Drama,Romance,,,,,,,,Adam and Eve (National Lampoon's Adam & Eve) (2005),2005,3,2.5,3
103249,Action,Drama,Horror,IMAX,,,,,,,World War Z (2013),2013,4,3.2801920572916665,6144
103269,Drama,,,,,,,,,,Unconditional (2012),2012,1,3.6818181818181817,22
103273,Horror,,,,,,,,,,Just Before Dawn (1981),1981,1,2.769230769230769,26
103286,Comedy,,,,,,,,,,Shark Alarm at Müggelsee (Hai Alarm am Müggelsee) (2013),2013,1,1.75,4
103294,Comedy,Drama,Fantasy,Musical,,,,,,,"Death of Maria Malibran, The (Der Tod der Maria Malibran) (1972)",1972,4,1.75,2
103296,Documentary,,,,,,,,,,Minamata: The Victims and Their World (Minamata: Kanja-san to sono sekai) (1971),1971,1,3.5,1
103299,Horror,Thriller,,,,,,,,,American Mary (2012),2012,2,3.425595238095238,168
103317,Drama,,,,,,,,,,Cigarettes and Coffee (Un cartus de kent si un pachet de cafea) (2004),2004,1,3.4444444444444446,9
103324,Horror,Sci-Fi,Thriller,,,,,,,,"Vampire, The (1957)",1957,3,2.125,4
103328,Horror,,,,,,,,,,Love Ghost (Shibito no koiwazura) (2001),2001,1,2.75,2
103339,Action,Drama,Thriller,IMAX,,,,,,,White House Down (2013),2013,4,3.198688524590164,1525
103343,Comedy,,,,,,,,,,Keith Lemon: The Film (2012),2012,1,1.0714285714285714,7
103363,Thriller,,,,,,,,,,Aks (2001),2001,1,2.4285714285714284,7
103372,Action,Comedy,Crime,,,,,,,,"Heat, The (2013)",2013,3,3.3526841448189764,1602
103374,Comedy,Horror,Thriller,,,,,,,,May I Kill U? (2012),2012,3,2.8333333333333335,3
103435,Comedy,Drama,,,,,,,,,"Ah, Wilderness! (1935)",1935,2,3.0,2
103452,Documentary,,,,,,,,,,Pussy Riot: A Punk Prayer (2013),2013,1,3.3,15
103460,Comedy,Horror,,,,,,,,,Ghoulies III: Ghoulies Go to College (1991),1991,2,1.6111111111111112,9
103483,Horror,Thriller,,,,,,,,,V/H/S/2 (2013),2013,2,3.107142857142857,280
103506,Action,Comedy,Crime,,,,,,,,Cottage Country (2013),2013,3,2.725,20
103515,Adventure,Romance,Western,,,,,,,,"Along the Great Divide (Travelers, The) (1951)",1951,3,2.6666666666666665,3
103517,Action,Western,,,,,,,,,Ambush Trail (1946),1946,2,2.5,1
103521,Documentary,,,,,,,,,,Food Matters (2008),2008,1,3.4193548387096775,31
103523,Comedy,,,,,,,,,,Charm School (Niñas mal) (2007),2007,1,2.65,10
103525,Action,,,,,,,,,,Ichi (2008),2008,1,3.4,30
103536,Comedy,Musical,,,,,,,,,Kid Millions (1934),1934,2,3.75,2
103541,Comedy,Drama,,,,,,,,,Thanks for Sharing (2012),2012,2,3.3435582822085887,163
103563,Documentary,,,,,,,,,,Which Way Is the Front Line From Here?  The Life and Time of Tim Hetherington (2013),2013,1,3.25,4
103598,Drama,,,,,,,,,,"Hamlet, Prince of Denmark (1980)",1980,1,3.5,7
103606,Comedy,Drama,Romance,,,,,,,,Stuck in Love (2012),2012,3,3.843444227005871,511
103614,Comedy,,,,,,,,,,Topralli (1966),1966,1,0.5,1
103624,Drama,,,,,,,,,,Fruitvale Station (2013),2013,1,3.6807851239669422,484
103633,Documentary,,,,,,,,,,Making a Killing: The Untold Story of Psychotropic Drugging (2008),2008,1,4.5,1
103639,Drama,,,,,,,,,,Bhaag Milka Bhaag (2013),2013,1,3.8055555555555554,90
103655,Action,Comedy,Fantasy,,,,,,,,R.I.P.D. (2013),2013,3,2.8103225806451615,775
103692,Drama,,,,,,,,,,Strawberry Fields (2012),2012,1,4.0,1
103731,Drama,,,,,,,,,,"Angel Named Billy, An (2007)",2007,1,2.375,4
103741,Drama,,,,,,,,,,"Bashu, the Little Stranger (Bashu, gharibeye koochak) (1990)",1990,1,3.8,10
103751,Documentary,,,,,,,,,,Gasland Part II (2013),2013,1,3.8157894736842106,19
103769,Thriller,,,,,,,,,,"Devil's in the Details, The (2013)",2013,1,0.5,1
103772,Action,Adventure,Fantasy,Sci-Fi,,,,,,,"Wolverine, The (2013)",2013,4,3.2194312796208533,3165
103787,Western,,,,,,,,,,Gold (2013),2013,1,3.5,6
1038,Drama,,,,,,,,,,Unhook the Stars (1996),1996,1,3.2152777777777777,216
103801,Comedy,Drama,Romance,,,,,,,,Drinking Buddies (2013),2013,3,3.227272727272727,451
103810,Action,Comedy,Crime,Thriller,,,,,,,Red 2 (2013),2013,4,3.4676949941792783,1718
103823,Crime,Drama,Mystery,,,,,,,,"Nick Carter, Master Detective (1939)",1939,3,2.75,4
103840,Drama,,,,,,,,,,Whisper of Sin (Nuodemes uzkalbejimas) (2007),2007,1,3.5,3
103869,Adventure,Horror,Sci-Fi,,,,,,,,Bigfoot (2012),2012,3,0.9230769230769231,13
103877,Documentary,,,,,,,,,,Mighty Uke (2010),2010,1,3.0,2
103920,Comedy,Drama,Romance,,,,,,,,"All Together, The (2007)",2007,3,3.75,2
103966,Adventure,Comedy,Drama,,,,,,,,Lost in Thailand (Ren zai jiong tu zhi tai jiong) (2012),2012,3,3.5833333333333335,6
103980,Drama,,,,,,,,,,Blue Jasmine (2013),2013,1,3.6070857751731484,1877
103984,Comedy,Drama,,,,,,,,,"Great Beauty, The (Grande Bellezza, La) (2013)",2013,2,3.921641791044776,804
104,Comedy,,,,,,,,,,Happy Gilmore (1996),1996,1,3.3943981240229286,19190
1040,Drama,,,,,,,,,,"Secret Agent, The (1996)",1996,1,3.341549295774648,142
104002,Comedy,,,,,,,,,,Another Chance (1989),1989,1,1.5,1
104013,Action,Comedy,,,,,,,,,They Call Him Bulldozer (Lo chiamavano Bulldozer) (1978),1978,2,3.5625,16
104015,Action,Comedy,,,,,,,,,Bomber (1982),1982,2,3.409090909090909,11
104064,Crime,Drama,,,,,,,,,Vares: The Path of the Righteous Men (Vares - Kaidan tien kulkijat) (2012),2012,2,3.0625,8
104089,Comedy,,,,,,,,,,Computer Chess (2013),2013,1,3.331460674157303,89
104099,Action,Animation,Crime,,,,,,,,Lupin the Third: The Secret of Mamo (1978),1978,3,3.0,23
104126,Drama,,,,,,,,,,"Brute, The (Bruto, El) (1953)",1953,1,3.7,10
104135,Horror,Sci-Fi,,,,,,,,,"Giant Claw, The (1957)",1957,2,2.5555555555555554,18
104155,Comedy,,,,,,,,,,Clear History (2013),2013,1,3.140625,32
104177,Documentary,,,,,,,,,,From One Second to the Next (2013),2013,1,3.55,20
104211,Comedy,Crime,,,,,,,,,We're the Millers (2013),2013,2,3.5036806342015856,3532
104224,Documentary,,,,,,,,,,DEFCON: The Documentary (2013),2013,1,3.4375,8
104226,Comedy,Musical,Romance,,,,,,,,Jamie and Jessie Are Not Together (2011),2011,3,2.25,4
104241,Action,Comedy,Crime,,,,,,,,Kick-Ass 2 (2013),2013,3,3.151134717527764,2071
104245,Adventure,Animation,Comedy,,,,,,,,Planes (2013),2013,3,2.704225352112676,284
104264,Comedy,,,,,,,,,,A Family Affair (1937),1937,1,3.0,1
104285,Comedy,,,,,,,,,,"Maria, ihm schmeckt's nicht! (Maria, He Doesn't Like It) (2009)",2009,1,3.3333333333333335,6
104298,Horror,Thriller,,,,,,,,,Evidence (2013),2013,2,2.6666666666666665,39
104361,Drama,,,,,,,,,,Ain't Them Bodies Saints (2013),2013,1,3.3348214285714284,112
104390,Drama,,,,,,,,,,When Nietzsche Wept (2007),2007,1,3.4838709677419355,31
104408,Horror,Thriller,,,,,,,,,Truth or Die (2012),2012,2,2.965909090909091,44
104423,Drama,,,,,,,,,,"Snows of Kilimanjaro, The (Neiges du Kilimandjaro, Les) (2011)",2011,1,3.716666666666667,30
104431,Mystery,Thriller,,,,,,,,,Enter Nowhere (2011),2011,2,3.3358208955223883,67
104441,Crime,Drama,Thriller,,,,,,,,"Frozen Ground, The (2013)",2013,3,3.107773851590106,283
104451,Comedy,Drama,Thriller,,,,,,,,Dealing: Or the Berkeley-to-Boston Forty-Brick Lost-Bag Blues (1972),1972,3,3.0,2
104495,Comedy,Musical,,,,,,,,,"Woman in The Septic Tank, The (Ang Babae sa septic tank) (2011)",2011,2,3.25,4
104518,Action,Drama,,,,,,,,,Empire State (2013),2013,2,2.9130434782608696,46
104520,Adventure,Comedy,,,,,,,,,"Crimson Permanent Assurance, The (1983)",1983,2,3.7134146341463414,82
104569,Drama,Romance,War,,,,,,,,"Act of Love (Acte d'amour, Un) (1953)",1953,3,0.5,1
1046,Drama,Romance,,,,,,,,,Beautiful Thing (1996),1996,2,3.9491593274619694,1249
104612,Comedy,Documentary,,,,,,,,,"Trust Us, This Is All Made Up (2009)",2009,2,3.5,2
104625,Drama,,,,,,,,,,Apartment for Peggy (1948),1948,1,3.75,2
104631,Drama,Romance,,,,,,,,,Adore (2013),2013,2,3.2009345794392523,107
104638,Action,Adventure,Sci-Fi,,,,,,,,"Planet of the Future, The (2010)",2010,3,2.125,16
104642,Thriller,War,,,,,,,,,Sealed Cargo (1951),1951,2,3.0,3
104654,Drama,,,,,,,,,,"Life of Her Own, A (1950)",1950,1,3.2,5
104698,Horror,,,,,,,,,,From Hell It Came (1957),1957,1,2.25,4
104736,Crime,Drama,Mystery,,,,,,,,Closed Circuit (2013),2013,3,3.087962962962963,108
104776,Action,Drama,War,,,,,,,,"Cockleshell Heroes, The (1955)",1955,3,2.8333333333333335,6
104823,Drama,Musical,,,,,,,,,Hunky Dory (2011),2011,2,3.4166666666666665,6
104849,Drama,Thriller,,,,,,,,,Lisa (1990),1990,2,3.4,5
104863,Comedy,Drama,Romance,,,,,,,,What If (2013),2013,3,3.5577933450087564,571
104910,Drama,,,,,,,,,,"Ultimate Life, The (2013)",2013,1,3.25,6
104920,Comedy,Drama,,,,,,,,,Vizontele (2001),2001,2,3.942857142857143,35
104923,Drama,,,,,,,,,,This is Martin Bonner (2013),2013,1,3.5,16
104925,Action,Comedy,Crime,,,,,,,,"Family, The (2013)",2013,3,3.1580357142857145,560
104944,Drama,,,,,,,,,,Short Term 12 (2013),2013,1,3.9894514767932487,1422
104954,Comedy,Romance,,,,,,,,,Joy of Sex (1984),1984,2,1.625,4
104959,Drama,Romance,,,,,,,,,Aurora Borealis (2005),2005,2,3.4,10
105017,Drama,Romance,,,,,,,,,"Wet Parade, The (1932)",1932,2,3.0,2
105032,Comedy,,,,,,,,,,Farah Goes Bang (2013),2013,1,3.75,2
105040,Drama,Sci-Fi,Thriller,,,,,,,,Dragon Day (2013),2013,3,2.1666666666666665,6
105073,Crime,Drama,,,,,,,,,Officer Down (2013),2013,2,2.8461538461538463,13
1051,Drama,,,,,,,,,,Trees Lounge (1996),1996,1,3.5682888540031397,1274
105133,Action,Drama,,,,,,,,,Repeaters (2010),2010,2,2.9537037037037037,54
105144,Action,Drama,,,,,,,,,Bare Knuckles (2010),2010,2,1.875,4
105147,Action,Adventure,Comedy,Fantasy,,,,,,,Karate-Robo Zaborgar (Denjin Zabôgâ) (2011),2011,4,2.8333333333333335,9
105165,Sci-Fi,,,,,,,,,,World Without End (1956),1956,1,2.75,6
105176,Horror,Thriller,,,,,,,,,Barricade (2012),2012,2,2.1923076923076925,13
105193,Drama,,,,,,,,,,Bastards (Les salauds) (2013),2013,1,3.4,15
